"Imbalance settlement period (UTC)","+ Imbalance Price [CZK/MWh] - MBA|CZ","- Imbalance Price [CZK/MWh] - MBA|CZ","Status","Total Imbalance [MWh] - MBA|CZ","Difference","Situation","Status"
"27.10.2020 20:00 - 27.10.2020 21:00","2460","2350","Estimated","20","","Deficit","Intermediate"
"27.10.2020 21:00 - 27.10.2020 22:00","2613","2350","Estimated","48","","Deficit","Intermediate"
"27.10.2020 22:00 - 27.10.2020 23:00","2959","2350","Estimated","111","","Deficit","Intermediate"
"27.10.2020 23:00 - 28.10.2020 00:00","2579","2350","Estimated","42","","Deficit","Intermediate"
"28.10.2020 00:00 - 28.10.2020 01:00","-102","-1","Estimated","29","","Surplus","Intermediate"
"28.10.2020 01:00 - 28.10.2020 02:00","2566","2350","Estimated","39","","Deficit","Intermediate"
"28.10.2020 02:00 - 28.10.2020 03:00","2435","2350","Estimated","16","","Deficit","Intermediate"
"28.10.2020 03:00 - 28.10.2020 04:00","2387","2350","Estimated","7","","Deficit","Intermediate"
"28.10.2020 04:00 - 28.10.2020 05:00","3592","2350","Estimated","226","","Deficit","Intermediate"
"28.10.2020 05:00 - 28.10.2020 06:00","3156","2350","Estimated","147","","Deficit","Intermediate"
"28.10.2020 06:00 - 28.10.2020 07:00","2507","2350","Estimated","29","","Deficit","Intermediate"
"28.10.2020 07:00 - 28.10.2020 08:00","-80","57","Estimated","22","","Surplus","Intermediate"
"28.10.2020 08:00 - 28.10.2020 09:00","3354","2350","Estimated","182","","Deficit","Intermediate"
"28.10.2020 09:00 - 28.10.2020 10:00","2431","2350","Estimated","15","","Deficit","Intermediate"
"28.10.2020 10:00 - 28.10.2020 11:00","-89","-1","Estimated","25","","Surplus","Intermediate"
"28.10.2020 11:00 - 28.10.2020 12:00","2409","2350","Estimated","11","","Deficit","Intermediate"
"28.10.2020 12:00 - 28.10.2020 13:00","-166","35","Estimated","47","","Surplus","Intermediate"
"28.10.2020 13:00 - 28.10.2020 14:00","2362","2350","Estimated","2","","Deficit","Intermediate"
"28.10.2020 14:00 - 28.10.2020 15:00","-173","-1","Estimated","49","","Surplus","Intermediate"
"28.10.2020 15:00 - 28.10.2020 16:00","-109","16","Estimated","31","","Surplus","Intermediate"
"28.10.2020 16:00 - 28.10.2020 17:00","2494","2350","Estimated","26","","Deficit","Intermediate"
"28.10.2020 17:00 - 28.10.2020 18:00","-2","-1","Estimated","0","","Balanced","Intermediate"
"28.10.2020 18:00 - 28.10.2020 19:00","-190","-1","Estimated","54","","Surplus","Intermediate"
"28.10.2020 19:00 - 28.10.2020 20:00","2543","2350","Estimated","35","","Deficit","Intermediate"
"28.10.2020 20:00 - 28.10.2020 21:00","2455","2350","Estimated","19","","Deficit","Intermediate"
"28.10.2020 21:00 - 28.10.2020 22:00","2736","2350","Estimated","70","","Deficit","Intermediate"
"28.10.2020 22:00 - 28.10.2020 23:00","2397","2350","Estimated","8","","Deficit","Intermediate"
"28.10.2020 23:00 - 29.10.2020 00:00","-126","-1","Estimated","36","","Surplus","Intermediate"
"29.10.2020 00:00 - 29.10.2020 01:00","-422","-1","Estimated","120","","Surplus","Intermediate"
"29.10.2020 01:00 - 29.10.2020 02:00","-361","-1","Estimated","103","","Surplus","Intermediate"
"29.10.2020 02:00 - 29.10.2020 03:00","-331","-1","Estimated","94","","Surplus","Intermediate"
"29.10.2020 03:00 - 29.10.2020 04:00","-480","-1","Estimated","137","","Surplus","Intermediate"
"29.10.2020 04:00 - 29.10.2020 05:00","-447","-1","Estimated","127","","Surplus","Intermediate"
"29.10.2020 05:00 - 29.10.2020 06:00","-332","-1","Estimated","95","","Surplus","Intermediate"
"29.10.2020 06:00 - 29.10.2020 07:00","-244","-1","Estimated","69","","Surplus","Intermediate"
"29.10.2020 07:00 - 29.10.2020 08:00","-77","40","Estimated","22","","Surplus","Intermediate"
"29.10.2020 08:00 - 29.10.2020 09:00","-35","138","Estimated","10","","Surplus","Intermediate"
"29.10.2020 09:00 - 29.10.2020 10:00","-35","-1","Estimated","10","","Surplus","Intermediate"
"29.10.2020 10:00 - 29.10.2020 11:00","2604","2178","Estimated","46","","Deficit","Intermediate"
"29.10.2020 11:00 - 29.10.2020 12:00","2386","2325","Estimated","7","","Deficit","Intermediate"
"29.10.2020 12:00 - 29.10.2020 13:00","-15","-1","Estimated","4","","Surplus","Intermediate"
"29.10.2020 13:00 - 29.10.2020 14:00","2436","2350","Estimated","16","","Deficit","Intermediate"
"29.10.2020 14:00 - 29.10.2020 15:00","-66","-1","Estimated","18","","Surplus","Intermediate"
"29.10.2020 15:00 - 29.10.2020 16:00","2473","2350","Estimated","22","","Deficit","Intermediate"
"29.10.2020 16:00 - 29.10.2020 17:00","2804","2350","Estimated","83","","Deficit","Intermediate"
"29.10.2020 17:00 - 29.10.2020 18:00","-256","-1","Estimated","73","","Surplus","Intermediate"
"29.10.2020 18:00 - 29.10.2020 19:00","-339","-1","Estimated","96","","Surplus","Intermediate"
"29.10.2020 19:00 - 29.10.2020 20:00","2376","2350","Estimated","5","","Deficit","Intermediate"
"29.10.2020 20:00 - 29.10.2020 21:00","-20","38","Estimated","5","","Surplus","Intermediate"
"29.10.2020 21:00 - 29.10.2020 22:00","-135","-1","Estimated","38","","Surplus","Intermediate"
"29.10.2020 22:00 - 29.10.2020 23:00","-393","-1","Estimated","112","","Surplus","Intermediate"
"29.10.2020 23:00 - 30.10.2020 00:00","-291","-1","Estimated","83","","Surplus","Intermediate"
"30.10.2020 00:00 - 30.10.2020 01:00","-345","-1","Estimated","98","","Surplus","Intermediate"
"30.10.2020 01:00 - 30.10.2020 02:00","-446","-1","Estimated","127","","Surplus","Intermediate"
"30.10.2020 02:00 - 30.10.2020 03:00","-451","-1","Estimated","129","","Surplus","Intermediate"
"30.10.2020 03:00 - 30.10.2020 04:00","-732","-1","Estimated","209","","Surplus","Intermediate"
"30.10.2020 04:00 - 30.10.2020 05:00","-494","-1","Estimated","141","","Surplus","Intermediate"
"30.10.2020 05:00 - 30.10.2020 06:00","-393","-1","Estimated","112","","Surplus","Intermediate"
"30.10.2020 06:00 - 30.10.2020 07:00","-308","-1","Estimated","88","","Surplus","Intermediate"
"30.10.2020 07:00 - 30.10.2020 08:00","-96","-1","Estimated","27","","Surplus","Intermediate"
"30.10.2020 08:00 - 30.10.2020 09:00","-199","18","Estimated","56","","Surplus","Intermediate"
"30.10.2020 09:00 - 30.10.2020 10:00","2381","2350","Estimated","6","","Deficit","Intermediate"
"30.10.2020 10:00 - 30.10.2020 11:00","2443","2350","Estimated","17","","Deficit","Intermediate"
"30.10.2020 11:00 - 30.10.2020 12:00","2450","2350","Estimated","18","","Deficit","Intermediate"
"30.10.2020 12:00 - 30.10.2020 13:00","-33","-1","Estimated","9","","Surplus","Intermediate"
"30.10.2020 13:00 - 30.10.2020 14:00","-129","-1","Estimated","36","","Surplus","Intermediate"
"30.10.2020 14:00 - 30.10.2020 15:00","2565","2350","Estimated","39","","Deficit","Intermediate"
"30.10.2020 15:00 - 30.10.2020 16:00","2744","2350","Estimated","72","","Deficit","Intermediate"
"30.10.2020 16:00 - 30.10.2020 17:00","-319","-1","Estimated","91","","Surplus","Intermediate"
"30.10.2020 17:00 - 30.10.2020 18:00","-635","-1","Estimated","181","","Surplus","Intermediate"
"30.10.2020 18:00 - 30.10.2020 19:00","-157","-1","Estimated","44","","Surplus","Intermediate"
"30.10.2020 19:00 - 30.10.2020 20:00","-2","-1","Estimated","0","","Balanced","Intermediate"
"30.10.2020 20:00 - 30.10.2020 21:00","-196","-1","Estimated","56","","Surplus","Intermediate"
"30.10.2020 21:00 - 30.10.2020 22:00","-187","-1","Estimated","53","","Surplus","Intermediate"
"30.10.2020 22:00 - 30.10.2020 23:00","-428","-1","Estimated","122","","Surplus","Intermediate"
"30.10.2020 23:00 - 31.10.2020 00:00","2436","2350","Estimated","16","","Deficit","Intermediate"
"31.10.2020 00:00 - 31.10.2020 01:00","2640","2350","Estimated","53","","Deficit","Intermediate"
"31.10.2020 01:00 - 31.10.2020 02:00","2625","2350","Estimated","50","","Deficit","Intermediate"
"31.10.2020 02:00 - 31.10.2020 03:00","2378","2350","Estimated","5","","Deficit","Intermediate"
"31.10.2020 03:00 - 31.10.2020 04:00","-237","-1","Estimated","68","","Surplus","Intermediate"
"31.10.2020 04:00 - 31.10.2020 05:00","-239","-1","Estimated","68","","Surplus","Intermediate"
"31.10.2020 05:00 - 31.10.2020 06:00","-337","-1","Estimated","96","","Surplus","Intermediate"
"31.10.2020 06:00 - 31.10.2020 07:00","-471","-1","Estimated","134","","Surplus","Intermediate"
"31.10.2020 07:00 - 31.10.2020 08:00","-386","32","Estimated","110","","Surplus","Intermediate"
"31.10.2020 08:00 - 31.10.2020 09:00","-410","30","Estimated","117","","Surplus","Intermediate"
"31.10.2020 09:00 - 31.10.2020 10:00","-253","42","Estimated","72","","Surplus","Intermediate"
"31.10.2020 10:00 - 31.10.2020 11:00","2488","2350","Estimated","25","","Deficit","Intermediate"
"31.10.2020 11:00 - 31.10.2020 12:00","2514","2350","Estimated","30","","Deficit","Intermediate"
"31.10.2020 12:00 - 31.10.2020 13:00","-312","12","Estimated","89","","Surplus","Intermediate"
"31.10.2020 13:00 - 31.10.2020 14:00","-236","16","Estimated","67","","Surplus","Intermediate"
"31.10.2020 14:00 - 31.10.2020 15:00","2367","2350","Estimated","3","","Deficit","Intermediate"
"31.10.2020 15:00 - 31.10.2020 16:00","-19","28","Estimated","5","","Surplus","Intermediate"
"31.10.2020 16:00 - 31.10.2020 17:00","2880","2350","Estimated","96","","Deficit","Intermediate"
"31.10.2020 17:00 - 31.10.2020 18:00","2600","2350","Estimated","45","","Deficit","Intermediate"
"31.10.2020 18:00 - 31.10.2020 19:00","-181","-1","Estimated","51","","Surplus","Intermediate"
"31.10.2020 19:00 - 31.10.2020 20:00","-101","-1","Estimated","29","","Surplus","Intermediate"
"31.10.2020 20:00 - 31.10.2020 21:00","-337","-1","Estimated","96","","Surplus","Intermediate"
"31.10.2020 21:00 - 31.10.2020 22:00","2363","2350","Estimated","2","","Deficit","Intermediate"
"31.10.2020 22:00 - 31.10.2020 23:00","-141","-1","Estimated","40","","Surplus","Intermediate"
"31.10.2020 23:00 - 01.11.2020 00:00","-491","-1","Estimated","140","","Surplus","Intermediate"
"01.11.2020 00:00 - 01.11.2020 01:00","-66","-1","Estimated","19","","Surplus","Intermediate"
"01.11.2020 01:00 - 01.11.2020 02:00","2582","2350","Estimated","42","","Deficit","Intermediate"
"01.11.2020 02:00 - 01.11.2020 03:00","-60","-1","Estimated","17","","Surplus","Intermediate"
"01.11.2020 03:00 - 01.11.2020 04:00","-384","-1","Estimated","109","","Surplus","Intermediate"
"01.11.2020 04:00 - 01.11.2020 05:00","-475","-1","Estimated","135","","Surplus","Intermediate"
"01.11.2020 05:00 - 01.11.2020 06:00","-809","-1","Estimated","231","","Surplus","Intermediate"
"01.11.2020 06:00 - 01.11.2020 07:00","-507","-1","Estimated","145","","Surplus","Intermediate"
"01.11.2020 07:00 - 01.11.2020 08:00","-637","-1","Estimated","182","","Surplus","Intermediate"
"01.11.2020 08:00 - 01.11.2020 09:00","-502","-1","Estimated","143","","Surplus","Intermediate"
"01.11.2020 09:00 - 01.11.2020 10:00","2520","2350","Estimated","31","","Deficit","Intermediate"
"01.11.2020 10:00 - 01.11.2020 11:00","-8","-1","Estimated","2","","Surplus","Intermediate"
"01.11.2020 11:00 - 01.11.2020 12:00","2371","2350","Estimated","4","","Deficit","Intermediate"
"01.11.2020 12:00 - 01.11.2020 13:00","2420","2317","Estimated","13","","Deficit","Intermediate"
"01.11.2020 13:00 - 01.11.2020 14:00","-167","-1","Estimated","47","","Surplus","Intermediate"
"01.11.2020 14:00 - 01.11.2020 15:00","-159","-1","Estimated","45","","Surplus","Intermediate"
"01.11.2020 15:00 - 01.11.2020 16:00","-21","59","Estimated","6","","Surplus","Intermediate"
"01.11.2020 16:00 - 01.11.2020 17:00","-296","-1","Estimated","84","","Surplus","Intermediate"
"01.11.2020 17:00 - 01.11.2020 18:00","2500","2350","Estimated","27","","Deficit","Intermediate"
"01.11.2020 18:00 - 01.11.2020 19:00","2476","2350","Estimated","23","","Deficit","Intermediate"
"01.11.2020 19:00 - 01.11.2020 20:00","2392","2350","Estimated","8","","Deficit","Intermediate"
"01.11.2020 20:00 - 01.11.2020 21:00","-20","-1","Estimated","5","","Surplus","Intermediate"
"01.11.2020 21:00 - 01.11.2020 22:00","2442","2350","Estimated","17","","Deficit","Intermediate"
"01.11.2020 22:00 - 01.11.2020 23:00","-385","-1","Estimated","110","","Surplus","Intermediate"
"01.11.2020 23:00 - 02.11.2020 00:00","-369","-1","Estimated","105","","Surplus","Intermediate"
"02.11.2020 00:00 - 02.11.2020 01:00","-519","-1","Estimated","148","","Surplus","Intermediate"
"02.11.2020 01:00 - 02.11.2020 02:00","-436","-1","Estimated","124","","Surplus","Intermediate"
"02.11.2020 02:00 - 02.11.2020 03:00","-907","-1","Estimated","259","","Surplus","Intermediate"
"02.11.2020 03:00 - 02.11.2020 04:00","-1085","-1","Estimated","310","","Surplus","Intermediate"
"02.11.2020 04:00 - 02.11.2020 05:00","-442","-1","Estimated","126","","Surplus","Intermediate"
"02.11.2020 05:00 - 02.11.2020 06:00","2635","2350","Estimated","52","","Deficit","Intermediate"
"02.11.2020 06:00 - 02.11.2020 07:00","2992","2350","Estimated","117","","Deficit","Intermediate"
"02.11.2020 07:00 - 02.11.2020 08:00","2943","2350","Estimated","108","","Deficit","Intermediate"
"02.11.2020 08:00 - 02.11.2020 09:00","2486","2350","Estimated","25","","Deficit","Intermediate"
"02.11.2020 09:00 - 02.11.2020 10:00","2657","2350","Estimated","56","","Deficit","Intermediate"
"02.11.2020 10:00 - 02.11.2020 11:00","3022","2350","Estimated","122","","Deficit","Intermediate"
"02.11.2020 11:00 - 02.11.2020 12:00","2501","2350","Estimated","28","","Deficit","Intermediate"
"02.11.2020 12:00 - 02.11.2020 13:00","-11","-1","Estimated","3","","Surplus","Intermediate"
"02.11.2020 13:00 - 02.11.2020 14:00","-64","-1","Estimated","18","","Surplus","Intermediate"
"02.11.2020 14:00 - 02.11.2020 15:00","2554","2350","Estimated","37","","Deficit","Intermediate"
"02.11.2020 15:00 - 02.11.2020 16:00","2671","2350","Estimated","58","","Deficit","Intermediate"
"02.11.2020 16:00 - 02.11.2020 17:00","2595","2350","Estimated","45","","Deficit","Intermediate"
"02.11.2020 17:00 - 02.11.2020 18:00","2672","2350","Estimated","59","","Deficit","Intermediate"
"02.11.2020 18:00 - 02.11.2020 19:00","2651","2350","Estimated","55","","Deficit","Intermediate"
"02.11.2020 19:00 - 02.11.2020 20:00","2780","2350","Estimated","78","","Deficit","Intermediate"
"02.11.2020 20:00 - 02.11.2020 21:00","-33","-1","Estimated","9","","Surplus","Intermediate"
"02.11.2020 21:00 - 02.11.2020 22:00","2388","2350","Estimated","7","","Deficit","Intermediate"
"02.11.2020 22:00 - 02.11.2020 23:00","-108","-1","Estimated","31","","Surplus","Intermediate"
"02.11.2020 23:00 - 03.11.2020 00:00","2395","2350","Estimated","8","","Deficit","Intermediate"
"03.11.2020 00:00 - 03.11.2020 01:00","2496","2350","Estimated","27","","Deficit","Intermediate"
"03.11.2020 01:00 - 03.11.2020 02:00","-46","-1","Estimated","13","","Surplus","Intermediate"
"03.11.2020 02:00 - 03.11.2020 03:00","-166","-1","Estimated","47","","Surplus","Intermediate"
"03.11.2020 03:00 - 03.11.2020 04:00","-139","-1","Estimated","39","","Surplus","Intermediate"
"03.11.2020 04:00 - 03.11.2020 05:00","-445","-1","Estimated","127","","Surplus","Intermediate"
"03.11.2020 05:00 - 03.11.2020 06:00","-79","-1","Estimated","22","","Surplus","Intermediate"
"03.11.2020 06:00 - 03.11.2020 07:00","2512","2350","Estimated","30","","Deficit","Intermediate"
"03.11.2020 07:00 - 03.11.2020 08:00","2720","2350","Estimated","67","","Deficit","Intermediate"
"03.11.2020 08:00 - 03.11.2020 09:00","2615","2350","Estimated","48","","Deficit","Intermediate"
"03.11.2020 09:00 - 03.11.2020 10:00","2686","2350","Estimated","61","","Deficit","Intermediate"
"03.11.2020 10:00 - 03.11.2020 11:00","2548","2350","Estimated","36","","Deficit","Intermediate"
"03.11.2020 11:00 - 03.11.2020 12:00","2476","2350","Estimated","23","","Deficit","Intermediate"
"03.11.2020 12:00 - 03.11.2020 13:00","-38","-1","Estimated","10","","Surplus","Intermediate"
"03.11.2020 13:00 - 03.11.2020 14:00","-173","-1","Estimated","49","","Surplus","Intermediate"
"03.11.2020 14:00 - 03.11.2020 15:00","2663","2350","Estimated","57","","Deficit","Intermediate"
"03.11.2020 15:00 - 03.11.2020 16:00","2982","2350","Estimated","115","","Deficit","Intermediate"
"03.11.2020 16:00 - 03.11.2020 17:00","2976","2350","Estimated","114","","Deficit","Intermediate"
"03.11.2020 17:00 - 03.11.2020 18:00","2389","2350","Estimated","7","","Deficit","Intermediate"
"03.11.2020 18:00 - 03.11.2020 19:00","-5","-1","Estimated","1","","Surplus","Intermediate"
"03.11.2020 19:00 - 03.11.2020 20:00","2630","2350","Estimated","51","","Deficit","Intermediate"
"03.11.2020 20:00 - 03.11.2020 21:00","2363","2350","Estimated","2","","Deficit","Intermediate"
"03.11.2020 21:00 - 03.11.2020 22:00","2453","2350","Estimated","19","","Deficit","Intermediate"
"03.11.2020 22:00 - 03.11.2020 23:00","2543","2350","Estimated","35","","Deficit","Intermediate"
"03.11.2020 23:00 - 04.11.2020 00:00","-50","-1","Estimated","14","","Surplus","Intermediate"
"04.11.2020 00:00 - 04.11.2020 01:00","2356","2350","Estimated","1","","Deficit","Intermediate"
"04.11.2020 01:00 - 04.11.2020 02:00","2390","2350","Estimated","7","","Deficit","Intermediate"
"04.11.2020 02:00 - 04.11.2020 03:00","2385","2350","Estimated","6","","Deficit","Intermediate"
"04.11.2020 03:00 - 04.11.2020 04:00","-22","-1","Estimated","6","","Surplus","Intermediate"
"04.11.2020 04:00 - 04.11.2020 05:00","-228","-1","Estimated","65","","Surplus","Intermediate"
"04.11.2020 05:00 - 04.11.2020 06:00","2451","2350","Estimated","18","","Deficit","Intermediate"
"04.11.2020 06:00 - 04.11.2020 07:00","2495","2350","Estimated","26","","Deficit","Intermediate"
"04.11.2020 07:00 - 04.11.2020 08:00","2602","2350","Estimated","46","","Deficit","Intermediate"
"04.11.2020 08:00 - 04.11.2020 09:00","2670","2350","Estimated","58","","Deficit","Intermediate"
"04.11.2020 09:00 - 04.11.2020 10:00","2503","2350","Estimated","28","","Deficit","Intermediate"
"04.11.2020 10:00 - 04.11.2020 11:00","2891","2350","Estimated","98","","Deficit","Intermediate"
"04.11.2020 11:00 - 04.11.2020 12:00","2775","2350","Estimated","77","","Deficit","Intermediate"
"04.11.2020 12:00 - 04.11.2020 13:00","2544","2350","Estimated","35","","Deficit","Intermediate"
"04.11.2020 13:00 - 04.11.2020 14:00","2730","2350","Estimated","69","","Deficit","Intermediate"
"04.11.2020 14:00 - 04.11.2020 15:00","2481","2350","Estimated","24","","Deficit","Intermediate"
"04.11.2020 15:00 - 04.11.2020 16:00","-37","-1","Estimated","10","","Surplus","Intermediate"
"04.11.2020 16:00 - 04.11.2020 17:00","-29","-1","Estimated","8","","Surplus","Intermediate"
"04.11.2020 17:00 - 04.11.2020 18:00","-156","-1","Estimated","44","","Surplus","Intermediate"
"04.11.2020 18:00 - 04.11.2020 19:00","-58","45","Estimated","16","","Surplus","Intermediate"
"04.11.2020 19:00 - 04.11.2020 20:00","2367","2350","Estimated","3","","Deficit","Intermediate"
"04.11.2020 20:00 - 04.11.2020 21:00","-107","-1","Estimated","30","","Surplus","Intermediate"
"04.11.2020 21:00 - 04.11.2020 22:00","-25","-1","Estimated","7","","Surplus","Intermediate"
"04.11.2020 22:00 - 04.11.2020 23:00","-158","19","Estimated","45","","Surplus","Intermediate"
"04.11.2020 23:00 - 05.11.2020 00:00","-343","11","Estimated","98","","Surplus","Intermediate"
"05.11.2020 00:00 - 05.11.2020 01:00","-128","36","Estimated","36","","Surplus","Intermediate"
"05.11.2020 01:00 - 05.11.2020 02:00","2464","2350","Estimated","21","","Deficit","Intermediate"
